id, name, label0, label1, label2, label3, label4, label5
11259, Andy J. Keane, 0, 1, 0, 1, 0, 0
11260, James A. Landay, 0, 1, 0, 0, 0, 0
11261, Olivier Teytaud, 0, 1, 0, 0, 0, 0
11262, Sudhir Raman, 0, 1, 0, 0, 0, 0
11263, Ben Goertzel, 0, 1, 0, 0, 0, 0
11264, Jun'ichi Tsujii, 0, 3, 2, 1, 0, 0
11265, Timothy W. Finin, 0, 4, 0, 0, 0, 0
11266, Z. Meral Özsoyoglu, 3, 0, 0, 0, 0, 0
11267, Chanh Nguyen, 0, 0, 1, 0, 0, 0
11268, Chuang Wang, 0, 0, 1, 0, 0, 0
11269, Yung-Chun (Justin) Wan, 1, 0, 0, 0, 0, 0
11270, Benjamin Astre, 0, 0, 0, 0, 0, 1
11271, Chao Shen, 0, 0, 1, 1, 0, 0
11272, Jiani Hu, 0, 0, 1, 0, 0, 0
11273, Raymond Chan, 0, 0, 0, 1, 0, 0
11274, James S. Duncan, 0, 0, 0, 0, 0, 4
11275, Jianchun Fan, 2, 0, 0, 0, 0, 0
11276, Hee-Geun Yoon, 0, 0, 1, 0, 0, 0
11277, Lin Wu, 0, 0, 0, 0, 0, 1
11278, Kevin English, 0, 0, 0, 1, 0, 0
11279, Pierre Lepage, 0, 1, 0, 0, 0, 0
11280, Sumit Ganguly, 6, 0, 0, 0, 1, 0
11281, Greg P. Milette, 0, 0, 1, 0, 0, 0
11282, John Stevenson, 0, 1, 0, 0, 0, 0
11283, Xing Wei, 0, 1, 5, 1, 0, 0
11284, Aiyou Chen, 2, 0, 0, 0, 0, 0
11285, Jürgen Schmidhuber, 0, 5, 0, 0, 1, 1
11286, Erich Teppan, 0, 1, 0, 0, 0, 0
11287, Woodrow W. Winchester III, 0, 0, 0, 0, 0, 1
11288, Fabian Mörchen, 0, 0, 0, 6, 0, 0
11289, Sajjad Ahmed Siddiqi, 0, 2, 0, 0, 0, 0
11290, Sergey Yekhanin, 0, 0, 0, 0, 4, 0
11291, Florent Ségonne, 0, 0, 0, 0, 0, 3
11292, Cheng Luo, 2, 0, 0, 0, 0, 0
11293, Bernhard Jaecksch, 1, 0, 0, 0, 0, 0
11294, Lik Wong, 1, 0, 0, 0, 0, 0
11295, Katsutoshi Hirayama, 0, 5, 0, 0, 0, 0
11296, Hiroshi G. Okuno, 0, 2, 0, 0, 0, 0
11297, Zhongwei Tang, 0, 0, 0, 0, 0, 1
11298, Kazuko Takahashi, 0, 1, 0, 2, 0, 0
11299, Huiwen Wu, 0, 0, 0, 1, 0, 0
11300, Changyin Zhou, 0, 0, 0, 0, 0, 3
11301, David M. Hart, 0, 0, 1, 2, 0, 0
11302, David A. Smith, 0, 1, 2, 0, 0, 0
11303, Peter Lichodzijewski, 0, 0, 0, 0, 1, 0
11304, Dah-Jye Lee, 0, 0, 0, 1, 0, 0
11305, Marc Boullé, 0, 0, 0, 2, 0, 0
11306, Daria Sorokina, 0, 1, 0, 3, 0, 0
11307, Jean-Bernard Hayet, 0, 0, 0, 0, 0, 1
11308, William G. Hanley, 0, 0, 0, 1, 0, 0
11309, Guobiao Mei, 0, 1, 0, 0, 0, 0
11310, Percy Liang, 0, 6, 0, 0, 0, 1
11311, Frances A. Rosamond, 0, 1, 0, 0, 1, 0
11312, Emanuele Trucco, 0, 0, 0, 0, 0, 4
11313, Ellen K. Hughes, 0, 0, 0, 1, 0, 0
11314, Renars Gailis, 0, 0, 0, 0, 1, 0
11315, Tilke Judd, 0, 0, 0, 0, 0, 1
11316, Illhoi Yoo, 0, 0, 0, 3, 0, 0
11317, Sio-Hoi Ieng, 0, 0, 0, 0, 0, 1
11318, Neeraj Agrawal, 1, 0, 0, 1, 0, 0
11319, Morten Mørup, 0, 0, 0, 2, 0, 0
11320, Abhay Mehta, 5, 0, 0, 0, 0, 0
11321, Jesse Davis, 0, 6, 0, 1, 0, 0
11322, Etzard Stolte, 3, 0, 0, 0, 0, 0
11323, Gerhard Knolmayer, 0, 0, 0, 1, 0, 0
11324, Leonard Pitt, 1, 0, 0, 2, 1, 0
11325, Gunther Heidemann, 0, 0, 0, 1, 0, 0
11326, Andrew Mullins, 0, 0, 0, 0, 0, 2
11327, Ignacio Parra, 0, 1, 0, 0, 0, 0
11328, Zhihai He, 0, 0, 0, 0, 0, 1
11329, Ted Sandler, 0, 0, 0, 1, 0, 0
11330, Keyur Patel, 0, 0, 0, 0, 0, 1
11331, Mohamed A. Soliman, 6, 0, 0, 0, 0, 0
11332, Sumantra Dutta Roy, 0, 0, 0, 0, 0, 2
11333, Moon Jeung Joe, 1, 0, 0, 0, 0, 0
11334, Chong Zhou, 1, 0, 0, 0, 0, 0
11335, Béatrice Duval, 0, 0, 0, 1, 0, 0
11336, S. Kolos, 1, 0, 0, 0, 0, 0
11337, Takamasa Tanaka, 0, 1, 0, 0, 0, 0
11338, Carlos Iván Chesñevar, 0, 3, 0, 0, 0, 0
11339, Ken-ichi Fukui, 0, 0, 0, 1, 0, 0
11340, Matti Kääriäinen, 0, 1, 0, 0, 1, 1
11341, Jaswinder Pal Singh, 0, 0, 1, 0, 0, 0
11342, Peter W. McOwan, 0, 0, 0, 0, 0, 4
11343, Wei-Hao Lin, 0, 0, 1, 0, 0, 0
11344, A. Enis Çetin, 0, 0, 0, 0, 0, 1
11345, Ashok Kumar Ponnuswami, 0, 0, 0, 0, 2, 0
11346, Charles D. Smith, 0, 0, 0, 0, 0, 1
11347, Michael Schwarz, 0, 0, 0, 1, 0, 0
11348, Yuhong Xu, 0, 0, 0, 0, 0, 1
11349, Ramakrishna Gummadi, 1, 0, 0, 0, 0, 0
11350, Srini Acharya, 1, 0, 0, 0, 0, 0
11351, Remko J. H. Scha, 0, 0, 0, 0, 0, 1
11352, Pascale Kuntz, 0, 0, 0, 1, 0, 0
11353, Yangjun Chen, 2, 0, 0, 0, 0, 0
11354, Hans C. van Assen, 0, 0, 0, 0, 0, 1
11355, Jim Bosch, 1, 0, 0, 0, 0, 0
11356, Osamu Furuse, 0, 1, 0, 0, 0, 0
11357, Thomas Schwarz, 1, 0, 0, 0, 0, 0
11358, Arjun Talwar, 0, 1, 0, 0, 0, 0
11359, Amy E. Bell, 0, 0, 0, 0, 0, 1
11360, Thibaut Lamadon, 0, 0, 0, 1, 0, 0
11361, Tamer Kahveci, 8, 0, 0, 0, 0, 0
11362, Yan Bailly, 0, 0, 0, 0, 0, 1
11363, Lynda Hardman, 0, 0, 2, 0, 0, 0
11364, Chito Jovellanos, 1, 0, 0, 0, 0, 0
11365, Chuck Freiwald, 1, 0, 0, 0, 0, 0
11366, Rimma V. Nehme, 5, 0, 0, 0, 0, 0
11367, Miroslaw Truszczynski, 0, 9, 0, 0, 0, 0
11368, Amir Navot, 0, 1, 0, 0, 2, 0
11369, Stefan Roth, 0, 0, 0, 0, 0, 11
11370, Oguzhan Topsakal, 1, 0, 0, 0, 0, 0
11371, Irène Grosclaude, 0, 1, 0, 0, 0, 0
11372, Yi-Dong Shen, 0, 1, 0, 9, 0, 0
11373, Kuang-Cheng Chang, 0, 0, 0, 0, 0, 1
11374, Emma Nicol, 0, 0, 1, 0, 0, 0
11375, Azzah Al-Maskari, 0, 0, 4, 0, 0, 0
11376, Ashutosh Singh, 2, 0, 0, 0, 0, 0
11377, Stephanie J. Brubaker, 0, 0, 0, 0, 0, 1
11378, Shazia W. Sadiq, 1, 0, 0, 0, 0, 0
11379, Hamid Reza Maei, 0, 2, 0, 0, 0, 0
11380, Justin Bedo, 0, 1, 0, 0, 0, 0
11381, Carlo Colombo, 0, 0, 0, 0, 0, 1
11382, Gwenaël Joret, 0, 0, 0, 0, 2, 0
11383, Charles Lee Isbell Jr., 0, 10, 0, 0, 0, 0
11384, Gavin Jancke, 0, 0, 1, 0, 0, 0
11385, Dong Xu, 0, 2, 0, 0, 0, 8
11386, M. C. Nataraja, 0, 1, 0, 0, 0, 0
11387, Yan Li 0009, 0, 0, 0, 1, 0, 0
11388, Anand Rangarajan, 0, 0, 0, 0, 0, 3
11389, Stephen J. McKenna, 0, 0, 0, 0, 0, 4
11390, Juha Vesanto, 0, 0, 0, 1, 0, 0
11391, Evgeny Kharlamov, 1, 0, 0, 0, 0, 0
11392, Xuejun Yang, 0, 0, 0, 1, 0, 0
11393, Jörgen Ahlberg, 0, 0, 0, 0, 0, 1
11394, Girish Mundada, 1, 0, 0, 0, 0, 0
11395, Akshat Kumar, 0, 3, 0, 0, 0, 0
11396, Andrew Willis, 0, 0, 0, 0, 0, 1
11397, Peter B. Musgrove, 0, 0, 0, 1, 0, 0
11398, Yinglong Ma, 0, 0, 0, 1, 0, 0
11399, Ludger van Elst, 0, 0, 2, 0, 0, 0
11400, Xiaojin Gong, 0, 0, 0, 0, 0, 1
11401, Georg Gottlob, 20, 9, 0, 0, 1, 0
11402, Hwee-Hoon Tan, 0, 0, 0, 1, 0, 0
11403, Wilhelm Rödder, 0, 1, 0, 0, 0, 0
11404, Cristina Nader Vasconcelos, 0, 0, 0, 0, 0, 1
11405, Sebastian Mika, 0, 2, 0, 0, 0, 0
11406, Zhimin Zhang, 0, 0, 1, 0, 0, 0
11407, Fernando Pereira, 0, 6, 0, 0, 0, 0
11408, Woochang Hwang, 0, 0, 0, 1, 0, 0
11409, Ashwin Lall, 1, 1, 0, 0, 0, 0
11410, Joel R. Mitchelson, 0, 0, 0, 0, 0, 1
11411, Jeffrey Xu Yu, 39, 0, 0, 21, 0, 0
11412, Anastasios Zouzias, 0, 0, 0, 0, 1, 0
11413, Peter M. Schwarz, 1, 0, 0, 0, 0, 0
11414, S. M. Sadegh Tabatabaei Yazdi, 0, 0, 0, 0, 1, 0
11415, Céline Robardet, 0, 0, 0, 6, 0, 0
11416, Jian Tang, 0, 0, 0, 2, 0, 0
11417, Peg Howland, 0, 0, 0, 1, 0, 0
11418, Arnold Irschara, 0, 0, 0, 0, 0, 3
11419, Timothée Cour, 0, 2, 0, 0, 0, 3
11420, Frank Dondelinger, 0, 1, 0, 0, 0, 0
11421, Antonio Badia, 1, 0, 0, 0, 0, 0
11422, Antonis Bikakis, 0, 2, 0, 0, 0, 0
11423, Ismail Ari, 1, 0, 0, 0, 0, 0
11424, Péter Torma, 0, 2, 0, 0, 0, 0
11425, Jesper Jansson, 0, 0, 0, 0, 2, 0
11426, Hossein Maserrat, 0, 0, 0, 1, 0, 0
11427, Gowtham Atluri, 0, 0, 0, 1, 0, 0
11428, David T. Liu, 1, 0, 0, 0, 0, 0
11429, Mohamed H. Ali, 4, 0, 0, 0, 0, 0
11430, Alex Kulesza, 0, 1, 0, 0, 0, 0
11431, José Chilo, 0, 0, 0, 1, 0, 0
11432, Srinivas Narayanan, 1, 0, 0, 0, 0, 0
11433, Bala Krishnamoorthy, 0, 0, 0, 0, 1, 0
11434, Yang Zhao, 0, 1, 0, 0, 0, 0
11435, Seungmin Rho, 0, 0, 0, 1, 0, 0
11436, Boulbaba Ben Amor, 0, 0, 0, 0, 0, 2
11437, Hicham G. Elmongui, 2, 0, 0, 0, 0, 0
11438, Javier Artiles, 0, 0, 2, 0, 0, 0
11439, Johan Colliez, 0, 0, 0, 0, 0, 2
11440, Simon Baker, 0, 0, 0, 0, 0, 17
11441, Debasish Ghose, 0, 1, 0, 0, 0, 0
11442, Roberto Ranon, 0, 1, 0, 0, 0, 0
11443, Nadav Har'El, 0, 0, 2, 0, 0, 0
11444, Arit Thammano, 0, 0, 0, 1, 0, 0
11445, Fen Lin, 0, 0, 0, 1, 0, 0
11446, Patrick Glenisson, 0, 0, 0, 1, 0, 0
11447, Craig Macdonald, 0, 0, 20, 0, 0, 0
11448, Marcin Gajek, 0, 0, 0, 1, 0, 0
11449, Juan Miguel Cigarrán Recuero, 0, 0, 1, 0, 0, 0
11450, Tuyen N. Huynh, 0, 2, 0, 0, 0, 0
11451, Rozenn Dahyot, 0, 0, 0, 0, 0, 2
11452, Parthipan Siva, 0, 0, 0, 0, 0, 1
11453, James Hogan, 0, 0, 0, 0, 0, 1
11454, Wolfram M. Esser, 0, 0, 1, 0, 0, 0
11455, Wei Sun 0009, 0, 1, 0, 0, 0, 0
11456, Oier Lopez de Lacalle, 0, 1, 0, 0, 0, 0
11457, Long Chen, 0, 0, 1, 0, 0, 0
11458, Shao Fen Liang, 0, 0, 2, 0, 0, 0
11459, Zhiming Ma, 0, 2, 2, 0, 0, 0
11460, Michael O. Akinde, 4, 0, 0, 0, 0, 0
11461, Alan L. Yuille, 0, 2, 0, 0, 0, 13
11462, Jamshid A. Vayghan, 0, 0, 0, 1, 0, 0
11463, Raz Tamir, 0, 0, 0, 2, 0, 0
11464, Jianjun Wen, 0, 0, 0, 0, 1, 0
11465, Michael A. Goodrich, 0, 5, 0, 0, 0, 1
11466, Qingyan Yang, 0, 0, 0, 1, 0, 0
11467, Inanç Seylan, 0, 1, 0, 0, 0, 0
11468, Gencai Chen, 3, 0, 0, 0, 0, 0
11469, Nicolas Pernot, 0, 1, 0, 0, 0, 0
11470, Uwe F. Mayer, 0, 0, 0, 1, 0, 0
11471, John Tait, 0, 0, 10, 0, 0, 0
11472, Yimin Lin, 2, 0, 0, 0, 0, 0
11473, Philippe Pasquier, 0, 1, 0, 0, 0, 0
11474, Abraham J. Wyner, 0, 2, 0, 0, 0, 0
11475, Sanil Salvi, 1, 0, 0, 0, 0, 0
11476, Qionghai Dai, 0, 0, 0, 1, 0, 2
11477, Qin Yu, 1, 0, 0, 0, 0, 0
11478, Sylvain Gelly, 0, 2, 0, 0, 0, 0
11479, Takeshi Kajikawa, 0, 0, 0, 0, 0, 1
11480, Olya Veselova, 0, 1, 0, 0, 0, 0
11481, Eric Vigoda, 0, 0, 0, 0, 10, 0
11482, Xuefeng Song, 0, 0, 0, 0, 0, 1
11483, James Caverlee, 2, 0, 2, 0, 0, 0
11484, King Yuen Wong, 0, 0, 0, 0, 0, 1
11485, Flip Korn, 12, 0, 0, 2, 0, 0
11486, Barry L. Drake, 0, 0, 0, 1, 0, 0
11487, Ellen M. Voorhees, 0, 0, 7, 0, 0, 0
11488, May H. C. Woo, 0, 1, 0, 0, 0, 0
11489, Levy Cohe, 1, 0, 0, 0, 0, 0
11490, Manoj Prabhakaran, 0, 0, 0, 0, 7, 0
11491, Alexis C. Kaporis, 1, 0, 0, 0, 0, 0
11492, Tsuyoshi Migita, 0, 0, 0, 0, 0, 1
11493, Philip D. Gray, 0, 0, 1, 0, 0, 0
11494, Bret Hoehn, 0, 2, 0, 0, 0, 0
11495, Kazuo Murota, 0, 0, 0, 0, 1, 0
11496, Rik De Busser, 0, 0, 1, 0, 0, 0
11497, Yongmei Liu 0001, 0, 7, 0, 0, 0, 0
11498, David Wolpert, 0, 1, 0, 0, 0, 0
11499, Srivatsan Laxman, 0, 0, 0, 5, 0, 0
11500, Jin Shieh, 0, 0, 0, 4, 0, 0
11501, William B. March, 0, 0, 0, 1, 0, 0
11502, Reede Ren, 0, 0, 1, 0, 0, 0
11503, Jiwoon Jeon, 0, 0, 5, 0, 0, 1
11504, Douglas R. Hundley, 0, 0, 0, 1, 0, 0
11505, Rick Pechter, 0, 0, 0, 1, 0, 0
11506, Shawn R. Wolfe, 0, 0, 1, 0, 0, 0
11507, Mizuho Iwaihara, 1, 0, 0, 0, 0, 0
11508, Christophe Paul, 0, 0, 0, 0, 1, 0
11509, Thanh Pham, 1, 0, 0, 0, 0, 0
11510, D. Sculley, 0, 0, 1, 4, 0, 0
11511, Norberto F. Ezquerra, 0, 0, 0, 2, 0, 0
11512, Matthew E. Gaston, 0, 1, 0, 0, 0, 0
11513, Hua Shi, 0, 0, 0, 1, 0, 0
11514, Gerasimos Marketos, 1, 0, 0, 0, 0, 0
11515, Fateh Tipu, 0, 0, 0, 1, 0, 0
11516, Chia-Hsin Huang, 1, 0, 0, 0, 0, 0
11517, Leting Wu, 0, 0, 0, 1, 0, 0
11518, Milind R. Naphade, 0, 0, 1, 1, 0, 0
11519, Edgar González, 0, 0, 0, 1, 0, 0
11520, Stefano Mattoccia, 0, 0, 0, 0, 0, 1
11521, Yu Guo Wang, 0, 0, 0, 1, 0, 0
11522, Ayan Chakrabarti, 0, 0, 0, 0, 0, 3
11523, Ganesh P. Kumar, 0, 1, 0, 0, 0, 0
11524, Hanhua Chen, 1, 0, 0, 0, 0, 0
11525, Mark D. Johnston, 0, 1, 0, 0, 0, 0
11526, Vinod Nair, 0, 1, 0, 0, 0, 0
11527, Clemens Ley, 1, 0, 0, 0, 0, 0
11528, Christopher J. Solomon, 0, 0, 0, 0, 0, 1
11529, Ken-ichi Hidai, 0, 1, 0, 0, 0, 0
11530, Yan-Nei Law, 1, 0, 0, 0, 0, 0
11531, Christian Borgs, 0, 0, 0, 1, 7, 0
11532, Dirk Ansorge, 1, 0, 0, 0, 0, 0
11533, Liying Sui, 2, 0, 1, 0, 0, 0
11534, Abram L. Friesen, 1, 0, 0, 0, 0, 0
11535, Sebastián Ordas, 0, 0, 0, 0, 0, 1
11536, Wai Lup Low, 3, 0, 0, 0, 0, 0
11537, Louise E. Moser, 0, 0, 0, 1, 0, 0
11538, Thomas Höse, 1, 0, 0, 0, 0, 0
11539, Odysseas Papapetrou, 0, 0, 1, 0, 0, 0
11540, Stefano Bertolo, 0, 1, 0, 0, 0, 0
11541, Michael Smith, 0, 1, 0, 0, 0, 0
11542, Dominique Attali, 0, 0, 0, 0, 1, 0
11543, Frank Korzeniewski, 1, 0, 0, 0, 0, 0
11544, Victor R. Lesser, 0, 5, 0, 0, 0, 0
11545, Nicolas Vayatis, 0, 2, 0, 0, 2, 0
11546, Gjergji Kasneci, 3, 0, 0, 0, 0, 0
11547, Monika Schaeffer, 0, 1, 0, 0, 0, 0
11548, Hao Yuan, 1, 0, 0, 0, 1, 0
11549, Antonio Bella, 0, 0, 0, 1, 0, 0
11550, Gianni Franceschini, 0, 0, 0, 0, 7, 0
11551, Harriet J. Nock, 0, 0, 1, 0, 0, 0
11552, I-Min A. Chen, 1, 0, 0, 0, 0, 0
11553, Andrew B. Nobel, 0, 0, 0, 2, 1, 0
11554, Kwok-Yin Lai, 0, 0, 1, 2, 0, 0
11555, François Dang Ngoc, 2, 0, 0, 0, 0, 0
11556, Shixi Chen, 2, 0, 0, 0, 0, 0
11557, Zijian Xu, 0, 0, 0, 0, 0, 1
11558, Judea Pearl, 0, 19, 0, 0, 0, 0
11559, Jilin Chen, 0, 0, 0, 1, 0, 0
11560, Smaranda Muresan, 0, 1, 0, 0, 0, 0
11561, Nawaaz Ahmed, 0, 0, 1, 0, 0, 0
11562, Prince Mahajan, 1, 0, 0, 0, 0, 0
11563, Rolf Fagerberg, 0, 0, 0, 0, 5, 0
11564, James A. Shine, 0, 0, 0, 2, 0, 0
11565, Gergely Lukacsy, 0, 1, 0, 0, 0, 0
11566, Jason Thornton, 0, 0, 0, 0, 0, 1
11567, John Wright, 0, 0, 0, 0, 0, 7
11568, Jens Lechtenbörger, 2, 0, 0, 0, 0, 0
11569, Sriram Narasimhan, 0, 1, 0, 0, 0, 0
11570, John Burgoon, 0, 0, 1, 0, 0, 0
11571, Istvan Szita, 0, 4, 0, 0, 0, 0
11572, Azriel Rosenfeld, 0, 0, 0, 0, 0, 1
11573, Hichem Frigui, 0, 0, 0, 4, 0, 0
11574, Ofer Harel, 0, 0, 0, 1, 0, 0
11575, Martha Larson, 0, 0, 6, 0, 0, 0
11576, Daniel Wichs, 0, 0, 0, 0, 2, 0
11577, Kedar A. Patwardhan, 0, 0, 0, 0, 0, 2
11578, Aristidis Likas, 0, 0, 0, 0, 0, 1
11579, Kyle Usbeck, 0, 2, 0, 0, 0, 0
11580, Andreas Krause, 0, 13, 0, 2, 1, 0
11581, Krista A. Ehinger, 0, 0, 0, 0, 0, 2
11582, Nigel Wu, 1, 0, 0, 0, 0, 0
11583, A. S. M. Mahbub Morshed, 0, 1, 0, 0, 0, 0
11584, Hongqin Fan, 0, 0, 0, 1, 0, 0
11585, Boaz Lerner, 0, 1, 0, 0, 0, 0
11586, Hyuk Cho, 0, 1, 0, 1, 0, 0
11587, Jian Sun 0008, 0, 0, 0, 0, 0, 1
11588, Jian Sun 0001, 0, 0, 0, 0, 0, 14
11589, Jian Sun 0002, 0, 0, 0, 0, 2, 0
11590, Yasin Laura-Silva, 1, 0, 0, 0, 0, 0
11591, Endre Boros, 0, 0, 0, 0, 1, 0
11592, Xingquan Zhu, 3, 6, 0, 14, 0, 0
11593, Sanguthevar Rajasekaran, 0, 0, 0, 1, 0, 0
11594, Ganesh Ramesh, 3, 0, 0, 0, 0, 0
11595, Ming-Chuan Wu, 2, 0, 0, 0, 0, 0
11596, Régis Behmo, 0, 0, 0, 0, 0, 1
11597, Xiaohong Wang, 2, 0, 0, 0, 0, 0
11598, André Valente, 0, 3, 0, 0, 0, 0
11599, Ueli M. Maurer, 0, 0, 0, 0, 1, 0
11600, Mariko Yohda, 0, 0, 0, 1, 0, 0
11601, Toshimitsu Kaneko, 0, 0, 0, 0, 0, 1
11602, Yugyung Lee, 0, 1, 0, 0, 0, 0
11603, Adam R. Klivans, 0, 0, 0, 0, 14, 0
11604, Yangyong Zhu, 0, 0, 0, 4, 0, 0
11605, Phil F. Culverhouse, 0, 0, 0, 0, 0, 2
11606, Xiang Liu, 0, 0, 0, 1, 0, 0
11607, Lawrance Khoury, 0, 0, 0, 0, 1, 0
11608, Laurent Jacob, 0, 1, 0, 0, 0, 0
11609, Ning Li, 1, 0, 0, 0, 0, 0
11610, Juan M. Huerta, 0, 0, 1, 0, 0, 0
11611, Zhenyu Lu, 0, 0, 0, 3, 0, 0
11612, Yan Rui Huang, 0, 0, 2, 1, 0, 0
11613, Hailin Jin, 0, 0, 0, 0, 0, 10
11614, Jennifer Seitzer, 0, 1, 0, 0, 0, 0
11615, V. Rao Vemuri, 0, 0, 0, 1, 0, 0
11616, Chan-Su Lee, 0, 0, 0, 0, 0, 2
11617, Steven David Prestwich, 0, 2, 0, 0, 0, 0
11618, Fabrício Benevenuto, 0, 0, 1, 0, 0, 0
11619, Tristan B. Smith, 0, 1, 0, 0, 0, 0
11620, Kumar Chellapilla, 0, 1, 0, 0, 0, 0
11621, Cosmin Cremarenco, 1, 0, 0, 0, 0, 0
11622, Peter Dickman, 0, 0, 1, 0, 0, 0
11623, Fernando Pardo-Manuel de Villena, 0, 0, 0, 1, 0, 0
11624, Donald Carney, 4, 0, 0, 0, 0, 0
11625, Linmi Tao, 0, 0, 0, 0, 0, 1
11626, QingDong Fu, 0, 0, 0, 0, 0, 1
11627, Ivo Jimenez, 2, 0, 0, 0, 0, 0
11628, Kashif Murtaza, 0, 0, 0, 0, 0, 1
11629, Shaoyi Yin, 1, 0, 0, 0, 0, 0
11630, Junyi Xie, 3, 0, 0, 0, 0, 0
11631, Jorge S. Marques, 0, 0, 0, 0, 0, 1
11632, Gavin J. Gibson, 0, 0, 0, 0, 0, 1
11633, Andrei Legtchenko, 0, 1, 0, 0, 0, 0
11634, Ruud M. Bolle, 0, 0, 0, 0, 0, 1
11635, Jinghai Rao, 0, 0, 0, 1, 0, 0
11636, Brian Potetz, 0, 0, 0, 0, 0, 1
11637, Lisa Amini, 0, 0, 0, 1, 0, 0
11638, Kuralmani Vellaisamy, 0, 0, 0, 1, 0, 0
11639, Michael Gelfond, 0, 2, 0, 0, 0, 0
11640, Raghu Krishnapuram, 3, 2, 0, 4, 0, 0
11641, Noemie Elhadad, 0, 1, 0, 0, 0, 0
11642, Jintao Li, 0, 0, 2, 1, 0, 1
11643, Albert Murtha, 0, 1, 0, 0, 0, 1
11644, Jean-Michel Renders, 0, 1, 1, 1, 0, 1
11645, Cristopher Moore, 0, 2, 0, 0, 12, 0
11646, Huan Du, 0, 0, 0, 0, 0, 1
11647, Yi-Kai Liu, 0, 0, 0, 0, 1, 0
11648, Olfa Nasraoui, 0, 0, 0, 7, 0, 0
11649, Tae-Won Kim, 0, 1, 0, 0, 0, 0
11650, Lei Deng, 0, 0, 0, 0, 0, 1
11651, Yohei Seki, 0, 0, 2, 0, 0, 0
11652, Le Lu, 0, 1, 0, 0, 0, 5
11653, Jorn Bakker, 0, 0, 0, 1, 0, 0
11654, Shusaku Tsumoto, 0, 0, 0, 9, 0, 0
11655, Jun Miao, 0, 0, 0, 0, 0, 1
11656, Rotem Toister, 0, 1, 0, 0, 0, 0
11657, Alok Kirpal, 2, 0, 0, 0, 0, 0
11658, Tamás Szirányi, 0, 0, 0, 0, 0, 1
11659, Scott T. Grafton, 0, 0, 0, 0, 0, 1
11660, Chao Xu 0006, 0, 0, 0, 0, 0, 3
11661, Timm Euler, 0, 0, 0, 1, 0, 0
11662, Akash Kushal, 0, 0, 0, 0, 0, 1
11663, S. M. Nejhum Shahed, 0, 0, 0, 0, 0, 1
11664, Guang Feng, 0, 0, 1, 2, 0, 0
11665, Kevin E. Loewke, 0, 0, 0, 0, 0, 1
11666, Xiubo Geng, 0, 0, 2, 0, 0, 0
11667, Carole A. Goble, 1, 0, 0, 0, 0, 0
11668, Srinandan Dasmahapatra, 0, 1, 0, 0, 0, 0
11669, Michael K. Schneider, 0, 0, 1, 0, 0, 0
11670, Florian Engstler, 0, 0, 0, 0, 0, 1
11671, Bassem Sayrafi, 1, 0, 0, 0, 0, 0
11672, Prashant Gandhi, 0, 1, 0, 0, 0, 0
11673, Rei Kawakami, 0, 0, 0, 0, 0, 4
11674, Wenfeng Li, 0, 0, 0, 0, 0, 1
11675, Shan Xu, 0, 0, 0, 0, 0, 1
11676, Jacob Lee, 1, 0, 0, 0, 0, 0
11677, Stuart C. Shapiro, 0, 4, 0, 0, 0, 0
11678, Paz Carmi, 0, 0, 0, 0, 1, 0
11679, Wataru Watanabe, 0, 0, 0, 0, 0, 1
11680, Antonio Alfredo Ferreira Loureiro, 0, 0, 0, 1, 0, 0
11681, Irina Botan, 3, 0, 0, 0, 0, 0
11682, Jonathan A. Kelner, 0, 1, 0, 0, 6, 0
11683, Jing Wu, 0, 0, 0, 1, 1, 1
11684, David P. Naidich, 0, 0, 0, 1, 0, 0
11685, Jana Kostková, 0, 0, 0, 0, 0, 1
11686, Noam D. Elkies, 0, 0, 0, 0, 1, 0
11687, Stefano Berretti, 0, 0, 1, 0, 0, 0
11688, Francesco Archetti, 0, 0, 0, 1, 0, 0
11689, Chris Luhrs, 0, 0, 0, 0, 1, 0
11690, Markus Maier, 0, 1, 0, 0, 0, 0
11691, Pekka Paalanen, 0, 0, 0, 0, 0, 1
11692, Teresa Luu, 0, 1, 0, 0, 0, 0
11693, Eyal Zadicario, 0, 0, 0, 0, 0, 1
11694, Qi Zhi, 0, 0, 0, 0, 0, 1
11695, Zhonghua Wen, 0, 2, 0, 0, 0, 0
11696, Jan Prins, 0, 0, 0, 6, 0, 0
11697, Georgia Kastidou, 0, 1, 0, 0, 0, 0
11698, Dmitry Rusakov, 0, 3, 0, 1, 0, 0
11699, Aurélie Bugeau, 0, 0, 0, 0, 0, 1
11700, Franck Taillandier, 0, 0, 0, 0, 0, 1
11701, Hidenori Tsukahara, 0, 0, 0, 1, 0, 0
11702, Laurens van der Werff, 0, 0, 1, 0, 0, 0
11703, Shurug Al-Khalifa, 1, 0, 0, 0, 0, 0
11704, Xuedong Gao, 0, 0, 0, 1, 0, 0
11705, Matthew Kelly, 0, 2, 0, 0, 0, 0
11706, Lee-Ming Zen, 1, 0, 0, 0, 0, 0
11707, Torsten Zesch, 0, 1, 0, 0, 0, 0
11708, Shohei Shimizu, 0, 4, 0, 0, 0, 0
11709, Shimei Pan, 0, 4, 0, 1, 0, 0
11710, Gyula Pap, 0, 0, 0, 0, 1, 1
11711, Dong Han, 0, 0, 0, 0, 0, 1
11712, Changbin Song, 1, 0, 0, 0, 0, 0
11713, Jean-Philippe Vert, 0, 3, 0, 0, 0, 0
